Family,Genus,Species,Genus corrected,Species corrected,Growth form,Plant traits,Plant trait value,Trait unit,Minimun value,Maximum value,Trait range mean value,Trait range unit,Sample size value,Sample unit,Origin,Deciduousness,Succession,Nitrogen fixing,Shade tolerance,Dispersal syndrome,Dispersal group,Pollination,Pollination group,Sexual system,Reproductive system,Resprouting capsule,Flower color 1,Flower color 2,Flowering period start,Flowering period end,Flower shape,Odour,Anthesis time,Fruit color,Fruit period start,Fruit period end,Fruit type,Fruit dehiscence,Fruit secundary structure,Seed color,Seed arillus,Arrilus color,Usefulness,Usefulness group,Source,Study Date,Study Country,Study State,Study City,Study Area,Study Bioma,Physiognomy type,Database DOI,Full Reference APA Database,Reference citation,Paper DOI,Full reference APA,Created At,Created By,Modified At,Modified By,Editor Name,Editor Email,Additional Notes
Leguminosae,Ormosia,arborea,,,tree,seed_lenght,1.8,mm,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Leguminosae,Ormosia,arborea,,,tree,seed_diametereter,1.7,mm,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Leguminosae,Ormosia,arborea,,,tree,seed_freshmass,1.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dry,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Psidium,guajava,,,"tree, shrub",fruit_length,6.2,cm,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Psidium,guajava,,,"tree, shrub",fruit_diameter,5.9,cm,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Psidium,guajava,,,"tree, shrub",fruit_freshmass,23,g,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Psidium,guajava,,,"tree, shrub",seed_lenght,0.6,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Psidium,guajava,,,"tree, shrub",seed_diametereter,0.5,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Psidium,guajava,,,"tree, shrub",seed_freshmass,0.4,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,fruit_length,2.5,cm,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,fruit_diameter,2,cm,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,fruit_freshmass,9.4,g,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,seed_lenght,22,mm,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,seed_diametereter,15.5,mm,,,,,190,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Syagrus,romanzoffiana,,,palm,seed_freshmass,4.7,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,"tree, shrub",fruit_length,2.1,cm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,"tree, shrub",fruit_diameter,2.5,cm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,"tree, shrub",fruit_freshmass,0.5,g,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,"tree, shrub",seed_lenght,1,mm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,"tree, shrub",seed_diametereter,0.7,mm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Myrtaceae,Eugenia,uniflora,,,"tree, shrub",seed_freshmass,0.2,g,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Euterpe,edulis,,,palm,fruit_length,1.1,cm,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Euterpe,edulis,,,palm,fruit_diameter,1.2,cm,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Euterpe,edulis,,,palm,fruit_freshmass,0.8,g,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Euterpe,edulis,,,palm,seed_lenght,1,mm,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Euterpe,edulis,,,palm,seed_diametereter,1.1,mm,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Arecaceae,Euterpe,edulis,,,palm,seed_freshmass,0.5,g,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Genipa,americana,,,tree,fruit_length,8.1,cm,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Genipa,americana,,,tree,fruit_diameter,5.8,cm,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Genipa,americana,,,tree,fruit_freshmass,115,g,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Genipa,americana,,,tree,seed_lenght,7.8,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Genipa,americana,,,tree,seed_diametereter,6.4,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Rubiaceae,Genipa,americana,,,tree,seed_freshmass,0.1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Lauraceae,Cryptocarya,moschata,,,tree,fruit_length,1.3,cm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Lauraceae,Cryptocarya,moschata,,,tree,fruit_diameter,1.4,cm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Lauraceae,Cryptocarya,moschata,,,tree,fruit_freshmass,2.7,g,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Lauraceae,Cryptocarya,moschata,,,tree,seed_lenght,11.5,mm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Lauraceae,Cryptocarya,moschata,,,tree,seed_diametereter,8,mm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Lauraceae,Cryptocarya,moschata,,,tree,seed_freshmass,0.8,g,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Cytharexyllum,myrianthum,,,tree,fruit_length,0.9,cm,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Cytharexyllum,myrianthum,,,tree,fruit_diameter,0.3,cm,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Cytharexyllum,myrianthum,,,tree,fruit_freshmass,3,g,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Cytharexyllum,myrianthum,,,tree,seed_lenght,8,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Cytharexyllum,myrianthum,,,tree,seed_diametereter,2,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Verbenaceae,Cytharexyllum,myrianthum,,,tree,seed_freshmass,2,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,fruit_length,1.2,cm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,fruit_diameter,1.2,cm,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,fruit_freshmass,2,g,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,seed_lenght,9,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,seed_diametereter,7,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Boraginaceae,Cordia,ecalyculata,,,tree,seed_freshmass,3,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,fruit_length,2.3,cm,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,fruit_diameter,1.9,cm,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,fruit_freshmass,4,g,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
Sapotaceae,Chrysophyllum,gonocarpum,,,tree,seed_lenght,1.2,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fleshy,,,,,,,,literature,,brazil,,,,,,,,"castro & galetti, 2004",issn 0031-1049,"castro, e. r.; galetti, m. (2004). frugivoria e dispersão de sementes pelo lagarto teiú tupinambis merianae (reptilia: teiidae). papéis avulsos de zoologia, volume 44(6):91-97, 2004.",07/02/2022 20:49:30,yuri,07/02/2022 20:49:30,yuri,,,
