Family,Genus,Species,Genus corrected,Species corrected,Growth form,Plant traits,Plant trait value,Trait unit,Minimun value,Maximum value,Trait range mean value,Trait range unit,Sample size value,Sample unit,Origin,Deciduousness,Succession,Nitrogen fixing,Shade tolerance,Dispersal syndrome,Dispersal group,Pollination,Pollination group,Sexual system,Reproductive system,Resprouting capsule,Flower color 1,Flower color 2,Flowering period start,Flowering period end,Flower shape,Odour,Anthesis time,Fruit color,Fruit period start,Fruit period end,Fruit type,Fruit dehiscence,Fruit secundary structure,Seed color,Seed arillus,Arrilus color,Usefulness,Usefulness group,Source,Study Date,Study Country,Study State,Study City,Study Area,Study Bioma,Physiognomy type,Database DOI,Full Reference APA Database,Reference citation,Paper DOI,Full reference APA,Created At,Created By,Modified At,Modified By,Editor Name,Editor Email,Additional Notes
Apocynaceae,Mandevilla,funiformis,,,,nectar_concentration_brix,33.8,%,,,,,9,hour,native,,,,,,,,,,,,yellow,,,,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Apocynaceae,Mandevilla,guanabarica,,,,corolla_length,34.7,mm,,,2.2,SD,78,hour,native,,,,,,,,,,,,yellow,,january,january,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Apocynaceae,Mandevilla,guanabarica,,,,nectar_volume,3.85,uL/hour,,,1.44,SD,78,hour,native,,,,,,,,,,,,yellow,,january,january,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Apocynaceae,Mandevilla,guanabarica,,,,nectar_concentration_brix,32.52,%,,,1.8,SD,78,hour,native,,,,,,,,,,,,yellow,,january,january,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Gentianaceae,Chelonanthus,alatus,,,,corolla_length,28.6,mm,,,3.72,SD,,,native,,,,,,,,,,,,white,blue,,,tube,presence,night,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Gentianaceae,Chelonanthus,alatus,,,,nectar_volume,21.3,uL/hour,,,6.7,SD,,,native,,,,,,,,,,,,white,blue,,,tube,presence,night,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Gentianaceae,Chelonanthus,alatus,,,,nectar_concentration_brix,13,%,,,1.1,SD,,,native,,,,,,,,,,,,white,blue,,,tube,presence,night,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Hamelia,patens,,,,corolla_length,11.5,mm,,,1.3,SD,9,hour,native,,,,,,,,,,,,red,,january,august,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Hamelia,patens,,,,nectar_volume,0.62,uL/hour,,,0.1,SD,9,hour,native,,,,,,,,,,,,red,,january,august,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Hamelia,patens,,,,nectar_concentration_brix,14,%,,,0.7,SD,9,hour,native,,,,,,,,,,,,red,,january,august,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Hillia,illustris,,,,corolla_length,63.7,mm,,,4.29,SD,8,hour,native,,,,,,,,,,,,yellow,,june,february,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Hillia,illustris,,,,nectar_volume,37.22,uL/hour,,,8.81,SD,8,hour,native,,,,,,,,,,,,yellow,,june,february,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Hillia,illustris,,,,nectar_concentration_brix,13.06,%,,,1.76,SD,8,hour,native,,,,,,,,,,,,yellow,,june,february,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,cordifolia,,,,corolla_length,45.43,mm,,,2.77,SD,92,hour,native,,,,,,,,,,,,red,,march,january,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,cordifolia,,,,nectar_volume,1.67,uL/hour,,,0.58,SD,92,hour,native,,,,,,,,,,,,red,,march,january,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,cordifolia,,,,nectar_concentration_brix,18.08,%,,,2.8,SD,92,hour,native,,,,,,,,,,,,red,,march,january,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,gracilis,,,,corolla_length,57,mm,,,,,36,hour,native,,,,,,,,,,,,red,,march,august,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,luteo-rubra,,,,corolla_length,20.93,mm,,,0.8,SD,29,hour,native,,,,,,,,,,,,red,yellow,january,january,tube,absence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,luteo-rubra,,,,nectar_volume,0.35,uL/hour,,,0.15,SD,29,hour,native,,,,,,,,,,,,red,yellow,january,january,tube,absence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,luteo-rubra,,,,nectar_concentration_brix,24,%,,,2.11,SD,29,hour,native,,,,,,,,,,,,red,yellow,january,january,tube,absence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,mitis,,,,corolla_length,27.96,mm,,,2.17,SD,15,hour,native,,,,,,,,,,,,red,,february,july,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,mitis,,,,nectar_volume,1.06,uL/hour,,,,,15,hour,native,,,,,,,,,,,,red,,february,july,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,mitis,,,,nectar_concentration_brix,17.2,%,,,2.7,SD,15,hour,native,,,,,,,,,,,,red,,february,july,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,pubescens,,,,corolla_length,42.9,mm,,,1.2,SD,8,hour,native,,,,,,,,,,,,red,,january,may,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,pubescens,,,,nectar_volume,6.55,uL/hour,,,2.82,SD,8,hour,native,,,,,,,,,,,,red,,january,may,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,pubescens,,,,nectar_concentration_brix,25.2,%,,,1,SD,8,hour,native,,,,,,,,,,,,red,,january,may,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,rojasiana,,,,corolla_length,21.9,mm,,,4.91,SD,19,hour,native,,,,,,,,,,,,red,,february,june,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,rojasiana,,,,nectar_volume,0.8,uL/hour,,,0.4,SD,19,hour,native,,,,,,,,,,,,red,,february,june,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Manettia,rojasiana,,,,nectar_concentration_brix,19.5,%,,,2,SD,19,hour,native,,,,,,,,,,,,red,,february,june,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,crocea,,,,corolla_length,20.66,mm,,,2.39,SD,87,hour,native,,,,,,,,,,,,yellow,red,october,march,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,crocea,,,,nectar_volume,1.44,uL/hour,,,0.21,SD,87,hour,native,,,,,,,,,,,,yellow,red,october,march,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,crocea,,,,nectar_concentration_brix,24.63,%,,,0.72,SD,87,hour,native,,,,,,,,,,,,yellow,red,october,march,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,guianensis,,,,corolla_length,9.6,mm,,,,,18,hour,native,,,,,,,,,,,,yellow,,,,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,guianensis,,,,nectar_concentration_brix,16,%,,,,,18,hour,native,,,,,,,,,,,,yellow,,,,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,longipedunculata,,,,corolla_length,11.75,mm,,,1.23,SD,11,hour,native,,,,,,,,,,,,yellow,red,march,october,tube,absence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,marcgravii,,,,corolla_length,22.7,mm,,,,,41,hour,native,,,,,,,,,,,,yellow,red,october,february,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,marcgravii,,,,nectar_concentration_brix,22,%,,,,,41,hour,native,,,,,,,,,,,,yellow,red,october,february,tube,presence,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Palicourea,rudgeoides,,,,corolla_length,20.7,mm,,,0.9,SD,15,hour,native,,,,,,,,,,,,yellow,,december,march,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,brachypoda,,,,corolla_length,15.78,mm,,,1.46,SD,63,hour,native,,,,,,,,,,,,red,,august,february,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,brachypoda,,,,nectar_volume,0.4,uL/hour,,,0.45,SD,63,hour,native,,,,,,,,,,,,red,,august,february,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,brachypoda,,,,nectar_concentration_brix,28.6,%,,,3.7,SD,63,hour,native,,,,,,,,,,,,red,,august,february,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,leiocarpa,,,,corolla_length,6.6,mm,,,0.6,SD,50,hour,native,,,,,,,,,,,,yellow,,august,march,tube,,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,nuda,,,,corolla_length,24.25,mm,,,3.37,SD,190,hour,native,,,,,,,,,,,,yellow,,february,november,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,nuda,,,,nectar_volume,2.35,uL/hour,,,1.12,SD,190,hour,native,,,,,,,,,,,,yellow,,february,november,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,nuda,,,,nectar_concentration_brix,18.3,%,,,5.18,SD,190,hour,native,,,,,,,,,,,,yellow,,february,november,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,pubigera,,,,corolla_length,11.9,mm,,,1.3,SD,1,hour,native,,,,,,,,,,,,yellow,,december,may,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,pubigera,,,,nectar_volume,1.05,uL/hour,,,0.17,SD,1,hour,native,,,,,,,,,,,,yellow,,december,may,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,pubigera,,,,nectar_concentration_brix,25.5,%,,,2,SD,1,hour,native,,,,,,,,,,,,yellow,,december,may,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,spp.,,,,corolla_length,17,mm,,,,,,,,,,,,,,,,,,,white,,,,tube,,,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
Rubiaceae,Psychotria,suterella,,,,corolla_length,14.35,mm,,,0.37,SD,142,hour,native,,,,,,,,,,,,white,yellow,november,june,tube,absence,day,,,,,,,,,,,,datapaper,,,,,,,,https://doi.org/10.1002/ecy.3595,"Iamara-Nogueira, J., Targhetta, N., Allain, G., Gambarini, A., Pinto, A. R., Rui, A. M., ... & Buzato, S. (2021). ATLANTIC POLLINATION: a data set of flowers and interaction with nectar-feeding vertebrates from the Atlantic Forest.",,,,07/02/2022 20:49:47,,07/02/2022 20:49:47,,,,
